article_id,split,outlet,url,match
789370909,train,frontpagemag.com,https://www.frontpagemag.com/fpm/271410/kavanaugh-and-last-minute-accusations-joseph-klein,id
789370998,train,,,
789615291,train,,,
790266787,train,,,
790483991,train,,,
790667730,train,freedomoutpost.com,https://freedomoutpost.com/senator-lindsey-graham-unleashes-firestorm-at-democrat-senators-for-most-unethical-sham-since-hes-been-in-politics/,id
790677230,train,frontpagemag.com,https://www.frontpagemag.com/fpm/271464/kavanaughs-nomination-saved-matthew-vadum,id
790720480,train,freedomoutpost.com,https://freedomoutpost.com/senate-judiciary-committee-vote-to-send-kavanaugh-nomination-to-the-floor/,id
790720714,train,freedomoutpost.com,https://freedomoutpost.com/ill-say-what-kavanaugh-wouldnt-christine-ford-was-part-of-the-political-hit-on-him-heres-the-audio-evidence/,id
790777028,train,freedomoutpost.com,https://freedomoutpost.com/president-trump-orders-fbi-investigation-into-kavanaugh-following-democrat-temper-tantrum/,id
793467906,train,frontpagemag.com,https://www.frontpagemag.com/point/271589/dina-powell-valerie-jarretthuma-abedin-pal-should-daniel-greenfield,id
793534424,train,freedomoutpost.com,https://freedomoutpost.com/why-white-house-leaker-dina-habib-powell-mcmasters-huma-abedin-should-not-be-un-ambassdor/,id
793921939,train,freedomoutpost.com,https://freedomoutpost.com/dina-habib-powell-not-interested-in-replacing-nikki-haley-as-ambassador-to-the-un/,id
795079843,train,personalliberty.com,https://personalliberty.com/no-sign-of-breakthrough-after-pompeo-meets-with-saudi-rulers-over-missing-journalist/,id
795379208,train,personalliberty.com,https://personalliberty.com/pompeo-offers-defense-for-saudi-rulers-as-trump-administration-strategy-shifts-in-khashoggi-case/,id
795689901,train,personalliberty.com,https://personalliberty.com/trump-threatens-military-closure-at-us-border-to-stop-migrants/,id
795691173,train,personalliberty.com,https://personalliberty.com/in-first-public-rebuke-by-the-white-house-mnuchin-pulls-out-of-saudi-investment-conference-to-protest-khashoggi-case/,id
795693029,train,shtfplan.com,http://www.shtfplan.com/headline-news/as-honduran-caravan-reaches-the-border-trump-threatens-to-send-in-the-military_10182018,id
795703371,train,freedomoutpost.com,https://freedomoutpost.com/trump-threatens-to-send-military-to-block-honduran-migrant-caravan/,id
999000125,train,,,
999000133,train,,,
999000135,train,,,
999000136,train,,,
999000142,train,,,
999000145,train,,,
999000147,train,,,
999000154,train,freedomoutpost.com,https://freedomoutpost.com/records-support-claims-that-minnesota-muslima-state-rep-ilhan-omar-married-her-brother/,text
999000155,train,freedomoutpost.com,https://freedomoutpost.com/arizona-democrat-senate-candidate-kyrsten-sinema-refuses-to-retract-saying-its-ok-for-americans-to-join-taliban/,text
999000158,train,,,
999000159,train,,,
999000184,train,,,
999000312,train,lewrockwell.com,https://www.lewrockwell.com/2018/11/no_author/assange-never-met-manafort-luke-harding-and-the-guardian-publish-still-more-blatant-mi6-lies-223/,text
999000565,train,,,
999000599,train,,,
999000675,train,freedomoutpost.com,https://freedomoutpost.com/democrats-friend-louis-farrakhan-in-iran-death-to-america-america-is-the-great-satan/,text
999000849,train,,,
999000870,train,,,
999000880,train,,,
999000894,train,,,
999001032,train,,,
999001033,train,,,
999001188,train,,,
999001226,train,freedomoutpost.com,https://freedomoutpost.com/broward-county-election-supervisor-brenda-snipes-resigns-amid-florida-voter-fraud/,text
999001241,train,freedomoutpost.com,https://freedomoutpost.com/in-wake-of-elections-migrant-caravan-resumes-march-towards-us-border/,text
999001287,train,,,
999001293,train,,,
999001296,train,,,
999001297,train,,,
999001619,train,lewrockwell.com,https://www.lewrockwell.com/2018/12/no_author/the-guardians-vilification-of-julian-assange/,text
999001621,train,,,
999001970,train,,,
111111111,dev,,,
111111117,dev,,,
111111133,dev,,,
111111135,dev,,,
697063039,dev,shtfplan.com,http://www.shtfplan.com/headline-news/number-of-puerto-rico-residents-without-clean-water-and-electricity-keeps-rising_10112017,id
705409419,dev,,,
722512241,dev,freedomoutpost.com,https://freedomoutpost.com/ex-muslim-catholics-pope-francis-naivete-face-islam-suicidal-dangerous/,id
724095467,dev,shtfplan.com,http://www.shtfplan.com/headline-news/proof-the-lvmpd-and-fbi-failed-to-catalog-at-least-one-deceased-las-vegas-massacre-victim-as-death-toll-rises_01202018,id
725731328,dev,freedomoutpost.com,https://freedomoutpost.com/conspiracy-muslim-photographer-nation-islam-hid-photos-obama-farrakhan-since-2008/,id
730268758,dev,lifesitenews.com,https://www.lifesitenews.com/news/evidence-shows-pope-francis-is-a-principal-in-a-cover-up-of-clergy-sex-abus,id
740356006,dev,frontpagemag.com,https://www.frontpagemag.com/point/269648/rep-danny-davis-was-foragainstforagainst-farrakhan-daniel-greenfield,id
741802985,dev,freedomoutpost.com,https://freedomoutpost.com/willfully-ignorant-fbi-cant-discover-motive-muslim-jihadi-drove-propane-tanks-travis-air-force-base/,id
757243988,dev,freedomoutpost.com,https://freedomoutpost.com/west-virginia-middle-school-instructs-children-to-write-out-their-submission-to-allah/,id
758386255,dev,remnantnewspaper.com,https://remnantnewspaper.com/web/index.php/fetzen-fliegen/item/3906-pope-francis-vs-contemplative-orders,id
758472954,dev,,,
761564397,dev,,,
761780613,dev,,,
762160164,dev,frontpagemag.com,https://www.frontpagemag.com/point/270376/obama-secretly-tried-get-banks-aid-iran-banks-daniel-greenfield,id
762206044,dev,freedomoutpost.com,https://freedomoutpost.com/former-head-of-dnc-aided-abetted-muslim-it-spy-imran-awan/,id
765982381,dev,,,
770938827,dev,,,
773748383,dev,,,
777488669,dev,remnantnewspaper.com,https://remnantnewspaper.com/web/index.php/articles/item/4005-the-death-penalty-instituted-by-god-himself-the-biblical-basis-for-catholic-teaching-on-capital-punishment,id
778664280,dev,remnantnewspaper.com,https://remnantnewspaper.com/web/index.php/headline-news-around-the-world/item/4012-archbishop-hebda-and-mccarrick-s-scandal,id
780787440,dev,personalliberty.com,https://personalliberty.com/pope-admits-catholic-church-long-ignored-problem-child-abuse/,id
782149225,dev,freedomoutpost.com,https://freedomoutpost.com/muslim-leader-calls-for-conquest-of-america-britain-russia-france-and-italy/,id
788900262,dev,,,
790665855,dev,,,
999000124,dev,,,
999000149,dev,,,
